show_id,type,title ,director,cast,date_added,release_year,rating,duration,listed_in,genre,country
s7296,TV Show,Leyla And Mecnun,Onur Anla,"Ali Atay, Melis Birkan, Serkan Keskin",2017-04-15,2014,TV-MA,3 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows,Turkey
s7297,Movie,Lez Bomb,Jenna Laurenzo,"Jenna Laurenzo, Deirdre O'Connell, Brandon Michael Hall",2019-02-07,2018,TV-14,90 min,"Comedies, LGBTQ Movies",Comedies,United States
s7298,TV Show,License To Drill Louisiana,Unknown,Unknown,2019-10-02,2014,TV-PG,1 Season,Reality TV,Reality TV,Canada
s7299,Movie,Life After Beth,Jeff Baena,"Aubrey Plaza, Dane Dehaan, John C. Reilly",2018-07-21,2014,R,89 min,"Comedies, Horror Movies, Independent Movies",Comedies,United States
s7300,Movie,Life In The Doghouse,Ron Davis,Unknown,2019-06-01,2018,TV-PG,83 min,"Documentaries, LGBTQ Movies",Documentaries,United States
s7301,TV Show,Life On Location,Unknown,David Attenborough,2015-04-22,2009,TV-G,1 Season,"British TV Shows, Docuseries, Science and Nature TV",British TV Shows,United States
s7302,TV Show,Life Story,Unknown,David Attenborough,2016-06-20,2014,TV-14,1 Season,"British TV Shows, Docuseries, Science and Nature TV",British TV Shows,United Kingdom
s7303,Movie,Lifechanger,Justin Mcconnell,"Lora Burke, Jack Foley, Bill Oberst Jr.",2019-05-28,2018,TV-MA,84 min,"Horror Movies, Independent Movies, Thrillers",Horror Movies,Canada
s7304,Movie,Lifeline,Johnnie To,"Lau Ching Wan, Alex Fong, Carman Lee",2018-08-16,1997,TV-14,104 min,"Action and Adventure, International Movies",Action and Adventure,Hong Kong
s7305,Movie,Like Arrows,Kevin Peeples,"Micah Lynn Hanson, Alan Powell, Elizabeth Becka",2019-05-06,2018,TV-PG,99 min,"Dramas, Faith and Spirituality",Dramas,United States
s7306,Movie,Like Water For Chocolate,Alfonso Arau,"Marco Leonardi, Lumi Cavazos, Regina Torna",2019-11-01,1992,R,105 min,"Classic Movies, Dramas, International Movies",Classic Movies,Mexico
s7307,Movie,Lila and Eve,Charles Stone,"Viola Davis, Jennifer Lopez, Andre Royo",2016-02-06,2015,R,94 min,"Dramas, Thrillers",Dramas,United States
s7308,TV Show,Limmys Show,Unknown,"Brian Limond, Debbie Welsh, Tom Brogan",2012-01-01,2012,TV-MA,2 Seasons,"British TV Shows, TV Comedies",British TV Shows,United Kingdom
s7309,Movie,Lincoln,Steven Spielberg,"Daniel Day-Lewis, Sally Field, David Strathairn",2018-02-21,2012,PG-13,150 min,Dramas,Dramas,United States
s7310,Movie,Lions Heart,Karim El,"Mohamed Ramadan, Hassan Hosny, Horeya Farghaly",2019-05-09,2013,TV-14,111 min,"Action and Adventure, International Movies",Action and Adventure,Egypt
s7311,Movie,Listen Up The Lives Of Quincy Jones,Ellen Weissbrod,"Quincy Jones, Miles Davis, Ray Charles",2019-11-01,1990,TV-14,116 min,"Documentaries, Music and Musicals",Documentaries,Other
s7312,Movie,Little Dragon Maiden,Hua Shan,"Leslie Cheung, Jing-Jing Yung, Chen Kuan-Tai",2018-08-01,1983,TV-14,92 min,"Action and Adventure, International Movies, Romantic Movies",Action and Adventure,Hong Kong
s7313,TV Show,Little Lunch,Unknown,"Flynn Curry, Olivia Deeble, Madison Lu",2018-02-01,2015,TV-MA,1 Season,"Kids' TV, TV Comedies",Kids' TV,Australia
s7314,Movie,Little Lunch The Halloween Horror Story,Tim Bartley,"Flynn Curry, Olivia Deeble, Madison Lu",2018-03-15,2016,TV-Y7,23 min,"Children and Family Movies, Comedies",Children and Family Movies,Australia
s7315,Movie,Little Lunch The Nightmare Before Graduation,Robyn Butler,"Flynn Curry, Olivia Deeble, Madison Lu",2018-03-15,2016,TV-Y7,25 min,"Children and Family Movies, Comedies",Children and Family Movies,Australia
s7316,Movie,Little Men,Ira Sachs,"Greg Kinnear, Jennifer Ehle, Paulina Garcaa",2017-01-12,2016,PG,85 min,"Dramas, Independent Movies",Dramas,United States
s7317,Movie,Little Nicky,Steve Brill,"Adam Sandler, Patricia Arquette, Harvey Keitel",2020-12-01,2000,PG-13,90 min,Comedies,Comedies,United States
s7318,Movie,Little Singham Aur Kaal Ka Mahajaal,Prakash Satam,Unknown,2018-12-01,2018,TV-Y7-FV,68 min,"Children and Family Movies, Comedies",Children and Family Movies,Other
s7319,Movie,Little Singham Bandarpur Mein Hu Ha Hu,Unknown,"Anamaya Verma, Ganesh Divekar, Jigna Bharadhwaj",2019-07-11,2019,TV-Y7,67 min,"Children and Family Movies, Comedies",Children and Family Movies,Other
s7320,Movie,Little Singham In London,Prakash Satam,Unknown,2019-04-22,2019,TV-Y7,66 min,"Children and Family Movies, Comedies",Children and Family Movies,Other
s7321,Movie,Little Sister,Zach Clark,"Addison Timlin, Ally Sheedy, Keith Poulson",2017-01-14,2016,NR,91 min,"Comedies, Dramas, Independent Movies",Comedies,United States
s7322,TV Show,Liv And Maddie,Unknown,"Dove Cameron, Joey Bragg, Tenzing Norgay Trainor",2017-04-23,2017,TV-G,4 Seasons,"Kids' TV, TV Comedies",Kids' TV,United States
s7323,Movie,Lizzie Borden Took An Ax,Nick Gomez,"Christina Ricci, Clea Duvall, Gregg Henry",2016-07-25,2014,TV-14,87 min,Thrillers,Thrillers,United States
s7324,Movie,Lo And Behold Reveries Of The Connected World,Werner Herzog,Werner Herzog,2016-12-23,2016,PG-13,98 min,Documentaries,Documentaries,United States
s7325,TV Show,Lo Que La Verdad Esconde El Caso Asunta Operacion Nenafar,Unknown,Unknown,2019-02-01,2017,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Crime TV Shows,Spain
s7326,TV Show,Lo Que La Vida Me Roba,Unknown,"Angelique Boyer, Sebastian Rulli, Luis Roberto Guzman",2017-12-31,2013,TV-14,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows",Crime TV Shows,Mexico
s7327,Movie,Lock Stock And Two Smoking Barrels,Guy Ritchie,"Jason Flemyng, Dexter Fletcher, Nick Moran",2019-01-01,1998,R,108 min,"Action and Adventure, Comedies, Independent Movies",Action and Adventure,United Kingdom
s7328,Movie,Locke,Steven Knight,"Tom Hardy, Olivia Colman, Ruth Wilson",2018-07-15,2013,R,85 min,"Dramas, Independent Movies",Dramas,United Kingdom
s7329,Movie,Lockout,James Mather,"Guy Pearce, Maggie Grace, Joseph Gilgun",2020-05-07,2012,PG-13,95 min,"Action and Adventure, International Movies, Sci-Fi and Fantasy",Action and Adventure,France
s7330,Movie,Loco Love,Fernando Sariaana,"Evan Deverian, Melany Bennet, Jordan T. Wilson",2017-07-30,2017,TV-MA,103 min,"Dramas, Independent Movies, International Movies",Dramas,Mexico
s7331,Movie,Logans Run,Michael Anderson,"Michael York, Richard Jordan, Farrah Fawcett",2019-11-01,1976,PG,118 min,"Action and Adventure, Classic Movies, Cult Movies",Action and Adventure,United States
s7332,TV Show,Lolirock,Unknown,"Kazumi Evans, Kelly Sheridan, Vincent Tong",2016-01-01,2016,TV-Y,2 Seasons,Kids' TV,Kids' TV,South Korea
s7333,Movie,Lolita,Stanley Kubrick,"James Mason, Shelley Winters, Peter Sellers",2019-11-01,1962,R,153 min,"Classic Movies, Dramas, Romantic Movies",Classic Movies,United Kingdom
s7334,TV Show,London Spy,Jakob Verbruggen,"Ben Whishaw, Jim Broadbent, Edward Holcroft",2017-03-31,2015,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",British TV Shows,United Kingdom
s7335,Movie,Long Time Running,Jennifer Baichwal,"Gord Downie, Paul Langlois, Gord Sinclair",2017-11-12,2017,TV-14,96 min,"Documentaries, International Movies, Music and Musicals",Documentaries,Canada
s7336,Movie,Look Out Officer,Sze Yu,"Stephen Chow, Bill Tung, Stanley Sui-Fan Fung",2018-08-16,1990,TV-14,88 min,"Action and Adventure, Comedies, International Movies",Action and Adventure,Hong Kong
s7337,Movie,Look Whos Back,David Wnendt,"Oliver Masucci, Fabian Busch, Christoph Maria Herbst",2016-04-09,2015,NR,116 min,"Comedies, International Movies",Comedies,Germany
s7338,Movie,Lorai Play To Live,Parambrata Chatterjee,"Prasenjit Chatterjee, Payel Sarkar, Indrasish Roy",2017-09-01,2015,TV-14,155 min,"Dramas, International Movies, Sports Movies",Dramas,India
s7339,TV Show,Los 10 Aas De Peter Capusotto,Unknown,"Diego Capusotto, Ivana Acosta",2018-06-29,2015,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",International TV Shows,Other
s7340,Movie,Los Nias Haroes De Chapultepec,Ignacio Lapez,Unknown,2017-12-15,2017,TV-14,88 min,"Documentaries, International Movies",Documentaries,Other
s7341,TV Show,Los Tiempos De Pablo Escobar,Alessandro Angulo,Unknown,2018-08-01,2012,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Crime TV Shows,Colombia
s7342,Movie,Losing Sight Of Shore,Sarah Moshman,Unknown,2017-05-01,2017,TV-14,92 min,"Documentaries, Sports Movies",Documentaries,United States
s7343,TV Show,Lost Girl,Unknown,"Anna Silk, Kris Holden-Ried, Ksenia Solo",2015-01-01,2015,TV-14,5 Seasons,"TV Dramas, TV Horror, TV Mysteries",TV Dramas,Canada
s7344,TV Show,Love Cuisine,Unknown,"Lego Lee, Allison Lin, Duncan Chow",2016-08-01,2015,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows,Taiwan
s7345,Movie,Love Dot Com The Social Experiment,Charneice Fox,"Brave Williams, Tobias Truvillion, Kym Whitley",2020-02-17,2019,TV-MA,98 min,"Comedies, Romantic Movies",Comedies,United States
s7346,Movie,Love In A Puff,Pang Ho-Cheung,"Miriam Chin Wah Yeung, Shawn Yue, Singh Hartihan Bitto",2018-08-01,2010,TV-MA,103 min,"Comedies, Dramas, International Movies",Comedies,Hong Kong
s7347,Movie,Love Ni Bhavai,Saandeep Patel,"Malhar Thakar, Pratik Gandhi, Aarohi Patel",2018-05-01,2017,TV-14,163 min,"Comedies, International Movies, Romantic Movies",Comedies,India
s7348,Movie,Love On Delivery,Stephen Chow,"Stephen Chow, Christy Chung, Ng Man-Tat",2018-08-16,1994,TV-14,93 min,"Action and Adventure, Comedies, International Movies",Action and Adventure,Hong Kong
s7349,TV Show,Love Rain,Unknown,"Keun-Suk Jang, Yoon-Ah Im, Shi-Hoo Kim",2018-05-01,2012,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",International TV Shows,South Korea
s7350,TV Show,Love Rhythms - Accidental Daddy,Unknown,Udom Taephanit,2018-06-18,2016,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",International TV Shows,Other
s7351,Movie,Love Shot,Steven Fine,"Dakota Loesch, Amy Tsang, John Kapelos",2019-07-15,2018,TV-MA,77 min,"Dramas, Thrillers",Dramas,United States
s7352,Movie,Love Station,Ahmad Samir,"Menna Shalaby, Sherif Salama, Yousra El Lozy",2019-04-25,2011,TV-14,97 min,"Comedies, International Movies, Romantic Movies",Comedies,Egypt
s7353,Movie,Love You Love You Not,Sridhar Jetty,"Chelsea Islan, Hamish Daud, Miller Khan",2019-01-05,2015,TV-14,115 min,"Comedies, International Movies, Romantic Movies",Comedies,Indonesia
s7354,TV Show,Love Your Garden,Unknown,"Alan Titchmarsh, David Domoney, Frances Tophill",2019-07-26,2013,TV-G,1 Season,"British TV Shows, International TV Shows, Reality TV",British TV Shows,United Kingdom
s7355,Movie,Love Rosie,Christian Ditter,"Lily Collins, Sam Claflin, Christian Cooke",2019-11-20,2014,R,103 min,"Comedies, International Movies, Romantic Movies",Comedies,Germany
s7356,Movie,Lovetrue,Alma Harel,Unknown,2017-05-07,2016,TV-MA,82 min,Documentaries,Documentaries,United States
s7357,Movie,Loving Annabelle,Katherine Brooks,"Erin Kelly, Diane Gaidry, Laura Breckenridge",2018-07-01,2006,TV-MA,77 min,"Dramas, Independent Movies, LGBTQ Movies",Dramas,United States
s7358,Movie,Loving You,Johnnie To,"Lau Ching Wan, Carman Lee, Tsung-Hua To",2018-08-16,1995,TV-14,79 min,"Dramas, International Movies",Dramas,Hong Kong
s7359,Movie,Lucha Playing The Impossible,Ana Quiroga,Luciana Aymar,2018-07-15,2016,TV-PG,98 min,"Documentaries, International Movies, Sports Movies",Documentaries,Argentina
s7360,TV Show,Lucky Days,Unknown,"Chris Wang, Tammy Chen, Fan Kuang-Yao",2016-09-01,2010,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows,China
s7361,Movie,Lucky No Time For Love,Radhika Rao,"Salman Khan, Sneha Ullal, Mithun Chakraborty",2017-11-15,2005,TV-14,131 min,"Dramas, International Movies, Romantic Movies",Dramas,India
s7362,Movie,Lupt,Prabhuraj,"Javed Jaffrey, Vijay Raaz, Karan Aanand",2019-04-05,2018,TV-14,110 min,"Horror Movies, International Movies, Thrillers",Horror Movies,India
s7363,Movie,Lusers,Ticoy Rodriguez,"Carlos Alcantara, Pablo Granados, Felipe Izquierdo",2016-07-15,2015,TV-MA,100 min,"Comedies, International Movies, Sports Movies",Comedies,Argentina
s7364,Movie,Ma Chu Ka,Jayan Vannery,"Pasupathy, Janani Iyer, Pratap Pothen",2018-07-01,2017,TV-14,117 min,"International Movies, Thrillers",International Movies,India
s7365,Movie,Maacher Jhol,Pratim D.,"Ritwick Chakraborty, Mamata Shankar, Paoli Dam",2018-01-01,2017,TV-PG,107 min,"Dramas, International Movies",Dramas,India
s7366,Movie,Mac and Devin Go To High School,Dylan C.,"Snoop Dogg, Wiz Khalifa, Mike Epps",2016-04-20,2012,R,76 min,Comedies,Comedies,United States
s7367,Movie,Macchli Jal Ki Rani Hai,Debaloy Dey,"Swara Bhaskar, Bhanu Uday, Murli Sharma",2017-10-15,2014,TV-MA,118 min,"Horror Movies, International Movies",Horror Movies,India
s7368,Movie,Mad Max,George Miller,"Mel Gibson, Joanne Samuel, Hugh Keays-Byrne",2020-08-01,1979,R,93 min,"Action and Adventure, Classic Movies, Cult Movies",Action and Adventure,Australia
s7369,TV Show,Mad Men,Unknown,"Jon Hamm, Elisabeth Moss, Vincent Kartheiser",2014-01-01,2014,TV-14,7 Seasons,TV Dramas,TV Dramas,United States
s7370,Movie,Mad Money,Callie Khouri,"Diane Keaton, Queen Latifah, Katie Holmes",2019-11-01,2008,PG-13,99 min,Comedies,Comedies,United States
s7371,Movie,Mad Rons Prevues From Hell,Jim Monaco,"Nick Pawlow, Jordu Schell, Jay Kushwara",2010-11-01,1987,NR,84 min,"Cult Movies, Horror Movies",Cult Movies,United States
s7372,Movie,Mad World,Chun Wong,"Shawn Yue, Eric Tsang, Elaine Jin",2018-09-20,2016,TV-MA,102 min,"Dramas, International Movies",Dramas,Hong Kong
s7373,Movie,Madaari,Nishikant Kamat,"Irrfan Khan, Jimmy Shergill, Vishesh Bansal",2017-02-17,2016,TV-14,134 min,"Dramas, Independent Movies, International Movies",Dramas,India
s7374,Movie,Maddman The Steve Madden Story,Ben Patterson,Steve Madden,2018-01-01,2017,TV-MA,78 min,Documentaries,Documentaries,United States
s7375,Movie,Madre,Aaron Burns,"Daniela Ramarez, Cristobal Tapia Montt, Aida",2017-08-26,2016,TV-MA,95 min,"International Movies, Thrillers",International Movies,Chile
s7376,TV Show,Maggie and Bianca Fashion Friends,Iginio Straffi,"Emanuela Rei, Giorgia Boni, Sergio Ruggeri",2019-03-31,2017,TV-Y7,1 Season,"Kids' TV, TV Comedies",Kids' TV,Italy
s7377,TV Show,Magi Adventure Of Sinbad,Unknown,"Daisuke Ono, Tomokazu Sugita, Takahiro Sakurai",2016-07-14,2016,TV-14,1 Season,"Anime Series, International TV Shows",Anime Series,Japan
s7378,Movie,Magic Snowflake,Luc Vinciguerra,"Nathan Simony, Benoat Allemane, Vincent Grass",2015-12-20,2013,TV-Y,73 min,Children and Family Movies,Children and Family Movies,France
s7379,Movie,Magnetic,Thierry Donard,"Tom Barrer, Liam Whaley, Wille Lindberg",2020-06-12,2018,TV-14,110 min,"Action and Adventure, Documentaries, International Movies",Action and Adventure,France
s7380,Movie,Magnus,Benjamin Ree,Magnus Carlsen,2017-02-22,2016,TV-PG,75 min,"Children and Family Movies, Documentaries, International Movies",Children and Family Movies,Norway
s7381,Movie,Mahabharat,Amaan Khan,"Amitabh Bachchan, Ajay Devgn, Vidya Balan",2018-08-01,2013,TV-14,119 min,"Action and Adventure, Dramas, International Movies",Action and Adventure,India
s7382,TV Show,Maharakshak Devi,Unknown,"Umang Jain, Indraneil Sengupta, Rohit Bakshi",2017-04-15,2015,TV-14,1 Season,"International TV Shows, TV Action and Adventure, TV Sci-Fi and Fantasy",International TV Shows,India
s7383,TV Show,Maharakshak Aryan,Unknown,"Aakarshan Singh, Vikramjeet Virk, Reena Aggarwal",2017-04-01,2014,TV-14,1 Season,"International TV Shows, TV Action and Adventure, TV Sci-Fi and Fantasy",International TV Shows,India
s7384,TV Show,Mahi Way,Unknown,"Pushtii Shakti, Viraf Patel, Siddhant Karnick",2018-03-01,2010,TV-14,1 Season,"International TV Shows, TV Comedies",International TV Shows,India
s7385,Movie,Mahjong Heroes,Li Pei-Chuan,"Patrick Tse, Betty Ting Pei, Hua Yueh",2018-08-16,1981,TV-PG,92 min,"Comedies, International Movies",Comedies,Hong Kong
s7386,TV Show,Mahmut and Meryem,Unknown,"Aras Bulut Ynemli, Eva Dedova, Fahreddin Manafov",2016-12-26,2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",International TV Shows,Turkey
s7387,Movie,Maine Pyaar Kyun Kiya,David Dhawan,"Salman Khan, Sushmita Sen, Sohail Khan",2019-12-31,2005,TV-14,137 min,"Comedies, International Movies, Music and Musicals",Comedies,India
s7388,Movie,Maine Pyar Kiya,Sooraj R.,"Salman Khan, Bhagyashree, Alok Nath",2018-01-01,1989,TV-PG,192 min,"Dramas, International Movies, Music and Musicals",Dramas,India
s7389,Movie,Mala Kahich Problem Nahi,Sameer Vidwans,"Gashmeer Mahajani, Spruha Joshi, Nirmiti Sawant",2018-11-15,2017,TV-PG,132 min,"Dramas, International Movies",Dramas,India
s7390,Movie,Malicious,Michael Winnick,"Bojana Novakovic, Josh Stewart, Delroy Lindo",2019-02-01,2018,TV-MA,91 min,Horror Movies,Horror Movies,United States
s7391,Movie,Man Of Tai Chi,Keanu Reeves,"Keanu Reeves, Tiger Chen, Karen Mok",2018-07-26,2013,R,105 min,"Action and Adventure, Dramas",Action and Adventure,United States
s7392,Movie,Man Up,Ben Palmer,"Lake Bell, Simon Pegg, Ophelia Lovibond",2018-09-04,2015,R,88 min,"Comedies, International Movies, Romantic Movies",Comedies,United Kingdom
s7393,TV Show,Man Vs Wild With Sunny Leone,Unknown,"Bear Grylls, Sunny Leone",2018-12-01,2018,TV-PG,1 Season,"International TV Shows, Reality TV, TV Action and Adventure",International TV Shows,Other
s7394,Movie,Mandi,Shyam Benegal,"Shabana Azmi, Smita Patil, Naseeruddin Shah",2020-01-01,1983,TV-MA,155 min,"Dramas, Independent Movies, International Movies",Dramas,India
s7395,Movie,Mandobasar Galpo,Tathagata Banerjee,"Paoli Dam, Parambrata Chattopadhyay, Indrasish Roy",2018-04-01,2017,TV-14,103 min,"Dramas, International Movies, Romantic Movies",Dramas,India
s7396,Movie,Manglehorn,David Gordon,"Al Pacino, Holly Hunter, Harmony Korine",2017-04-16,2014,PG-13,97 min,"Dramas, Independent Movies",Dramas,United States
s7397,Movie,Mango Dreams,John Upchurch,"Ram Gopal Bajaj, Pankaj Tripathi, Sameer Kochhar",2018-03-15,2016,TV-14,92 min,"Dramas, Independent Movies",Dramas,United States
s7398,Movie,Manhattan Romance,Tom Obrien,"Tom O'Brien, Katherine Waterston, Caitlin Fitzgerald",2017-09-08,2014,TV-14,98 min,"Comedies, Independent Movies, Romantic Movies",Comedies,United States
s7399,Movie,Manolo The Boy Who Made Shoes For Lizards,Michael Roberts,"Manolo Blahnik, Anna Wintour, Andra Leon Talley",2018-01-15,2017,TV-MA,89 min,"Documentaries, International Movies",Documentaries,United Kingdom
s7400,Movie,Mansfield Park,Patricia Rozema,"Frances O'Connor, Embeth Davidtz, Jonny Lee Miller",2020-01-01,1999,PG-13,112 min,"Comedies, Dramas, International Movies",Comedies,United Kingdom
s7401,Movie,Mantostaan,Rahat Kazmi,"Raghuvir Yadav, Veerendra Saxena, Sonal Sehgal",2017-12-15,2017,TV-MA,75 min,"Dramas, Independent Movies, International Movies",Dramas,India
s7402,Movie,Mantra,Nicholas Kharkongor,"Rajat Kapoor, Lushin Dubey, Kalki Koechlin",2017-12-15,2017,TV-14,89 min,"Dramas, Independent Movies, International Movies",Dramas,India
s7403,Movie,Mara,Clive Tonge,"Olga Kurylenko, Javier Botet, Mitch Eakins",2019-01-05,2017,TV-MA,99 min,"Horror Movies, Thrillers",Horror Movies,United Kingdom
s7404,Movie,Marauders,Steven C.,"Bruce Willis, Christopher Meloni, Dave Bautista",2020-12-01,2016,R,107 min,Action and Adventure,Action and Adventure,Canada
s7405,TV Show,Marching Orders,Unknown,Unknown,2018-08-03,2018,TV-14,1 Season,Docuseries,Docuseries,United States
s7406,Movie,Mark Gatiss A Study In Sherlock,Nathan Landeg,"Benedict Cumberbatch, Martin Freeman, Una Stubbs",2016-05-01,2016,TV-14,29 min,Movies,Movies,Other
s7407,TV Show,Maron,Unknown,"Marc Maron, Judd Hirsch, Josh Brener",2016-01-01,2016,TV-MA,4 Seasons,TV Comedies,TV Comedies,United States
s7408,Movie,Maroon,Pulkit,"Manav Kaul, Devyani Cm, Saurabh Sachdeva",2017-02-01,2016,TV-MA,94 min,"Dramas, Independent Movies, International Movies",Dramas,India
s7409,TV Show,Married At First Sight,Unknown,"Viviana Coles, Calvin Roberson, Pepper Schwartz",2020-04-13,2019,TV-14,1 Season,"Reality TV, Romantic TV Shows",Reality TV,United States
s7410,TV Show,Mars,Everardo Gout,"Jihae, Alberto Ammann, Clamentine Poidatz",2018-01-01,2018,TV-PG,2 Seasons,"Docuseries, Science and Nature TV, TV Dramas",Docuseries,United States
s7411,Movie,Martial Arts Of Shaolin,Chia-Liang Liu,"Jet Li, Jianqiang Hu, Qiuyan Huang",2018-08-16,1986,R,90 min,"Action and Adventure, International Movies",Action and Adventure,Hong Kong
s7412,Movie,Martin Lawrence Live Runteldat,David Raynr,Martin Lawrence,2019-12-01,2002,R,104 min,Stand-Up Comedy,Stand-Up Comedy,United States
s7413,Movie,Martin Luther The Idea That Changed The World,David Batty,Hugh Bonneville,2018-01-01,2017,TV-PG,55 min,"Documentaries, Faith and Spirituality",Documentaries,United States
s7414,Movie,Martyrs Of Marriage,Deepika Narayan,Unknown,2018-03-15,2016,TV-14,83 min,"Documentaries, International Movies",Documentaries,India
s7415,Movie,Marvel and Espn Films Present 1 Of 1 Genesis,Eric Drath,"Manny Pacquiao, Michael Smith, Tony Hawk",2015-03-15,2014,TV-PG,77 min,"Documentaries, Sports Movies",Documentaries,Other
s7416,Movie,Marvels Iron Man and Hulk Heroes United,Leo Riley,"Adrian Pasdar, Fred Tatasciore, Dee Bradley Baker",2014-02-16,2013,PG,72 min,"Action and Adventure, Sci-Fi and Fantasy",Action and Adventure,United States
s7417,Movie,Mary And The Witchs Flower,Hiromasa Yonebayashi,"Ruby Barnhill, Kate Winslet, Jim Broadbent",2018-07-17,2017,PG,103 min,"Anime Features, Children and Family Movies",Anime Features,Japan
s7418,Movie,Mary Poppins Returns,Rob Marshall,"Emily Blunt, Lin-Manuel Miranda, Ben Whishaw",2019-07-09,2018,PG,131 min,"Children and Family Movies, Music and Musicals",Children and Family Movies,United States
s7419,TV Show,Mary Portas Secret Shopper,Unknown,Mary Portas,2019-07-26,2016,TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV",British TV Shows,United Kingdom
s7420,Movie,Masoom,Shekhar Kapur,"Shabana Azmi, Naseeruddin Shah, Saeed Jaffrey",2019-12-31,1983,TV-14,138 min,"Dramas, Independent Movies, International Movies",Dramas,India
s7421,Movie,Master,Ui-Seok Jo,"Byung-Hun Lee, Dong-Won Gang, Woo-Bin Kim",2018-02-01,2016,NR,143 min,"Action and Adventure, International Movies",Action and Adventure,South Korea
s7422,Movie,Mater,Pablo Dalo,"Lautaro Perotti, Tamara Kiper, Inda Lavalle",2018-08-01,2017,TV-MA,80 min,"Dramas, Independent Movies, International Movies",Dramas,Argentina
s7423,Movie,Matichya Chuli,Sudesh Manjrekar,"Sudhir Joshi, Vandana Gupte, Ankush Chaudhari",2018-02-15,2006,TV-14,132 min,"Comedies, Dramas, International Movies",Comedies,India
s7424,Movie,Max Rose,Daniel Noah,"Jerry Lewis, Kerry Bisha, Illeana Douglas",2017-01-15,2013,TV-14,84 min,"Dramas, Independent Movies",Dramas,United States
s7425,Movie,May We Chat,Philip Yung,"Irene Wan, Peter Mak, Rainky Wai",2018-08-26,2014,TV-MA,99 min,"Dramas, International Movies",Dramas,Hong Kong
s7426,Movie,May You Prosper,Hassan Hegazy,"Ahmed Rizk, Bosy, Bayoumi Fouad",2019-07-20,2017,TV-14,93 min,"Comedies, International Movies, Music and Musicals",Comedies,Egypt
s7427,Movie,Maya Angelou And Still I Rise,Bob Hercules,"Maya Angelou, Cicely Tyson, Common",2017-05-01,2016,TV-PG,114 min,Documentaries,Documentaries,United States
s7428,Movie,Maynard,Samuel D.,Unknown,2018-09-02,2017,TV-PG,100 min,Documentaries,Documentaries,United States
s7429,Movie,Maza Pati Karodpati,Sachin,"Sachin, Supriya Pilgaonkar, Ashok Saraf",2018-01-01,1988,TV-PG,132 min,"Comedies, International Movies, Romantic Movies",Comedies,India
s7430,Movie,Me And The Alien,Jesas Magaaa,"Ines De Tavira, Juan Pablo Campa, Paco De La Fuente",2017-02-14,2016,TV-MA,83 min,"Comedies, Dramas, International Movies",Comedies,Mexico
s7431,Movie,Mean Dreams,Nathan Morlando,"Bill Paxton, Sophie Nalisse, Josh Wiggins",2019-07-01,2016,R,105 min,"Dramas, Independent Movies, Thrillers",Dramas,Canada
s7432,Movie,Mean Streets,Martin Scorsese,"Robert De Niro, Harvey Keitel, David Proval",2019-07-01,1973,R,112 min,"Classic Movies, Dramas, Independent Movies",Classic Movies,United States
s7433,Movie,Meditation Park,Mina Shum,"Cheng Pei-Pei, Tzi Ma, Sandra Oh",2018-03-09,2017,TV-PG,94 min,Dramas,Dramas,Canada
s7434,Movie,Medium,Jacek Koprowicz,"Władysław Kowalski, Michał Bajor, Jerzy Zelnik",2019-10-01,1985,TV-MA,90 min,"Horror Movies, International Movies, Thrillers",Horror Movies,Poland
s7435,Movie,Meet The Trumps From Immigrant To President,Paul Berczeller,Unknown,2017-10-25,2017,TV-14,48 min,Documentaries,Documentaries,United Kingdom
s7436,TV Show,Mega Food,Unknown,Unknown,2019-07-12,2013,TV-G,1 Season,"British TV Shows, Docuseries, International TV Shows",British TV Shows,United Kingdom
s7437,TV Show,Megatruckers,Unknown,Unknown,2019-07-12,2012,TV-PG,1 Season,Reality TV,Reality TV,Australia
s7438,Movie,Melle,Binu Ulahhannan,"Amith Chakalakkal, Thanuja Karthik, Joy Mathew",2018-08-01,2017,TV-PG,110 min,"Dramas, International Movies, Romantic Movies",Dramas,India
s7439,TV Show,Melodies Of Life - Born This Way,Unknown,Unknown,2019-06-21,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",International TV Shows,Other
s7440,Movie,Melvin Goes To Dinner,Bob Odenkirk,"Michael Blieden, Stephanie Courtney, Annabelle Gurwitch",2018-07-01,2003,R,84 min,"Comedies, Dramas, Independent Movies",Comedies,United States
